azurecommunicationmessages,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Communication.Messages,1.1.0-alpha.20241001.1
azurecommunicationphonenumbers,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Communication.PhoneNumbers,1.3.0-alpha.20241001.1
azurecommunicationprogrammableconnectivity,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Communication.ProgrammableConnectivity,1.0.0-alpha.20241001.1
azurecommunicationrooms,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Communication.Rooms,1.2.0-alpha.20241001.1
azurecommunicationshortcodes,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Communication.ShortCodes,1.0.0-alpha.20241001.1
azurecommunicationsms,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Communication.Sms,1.1.0-alpha.20241001.1
azurecomputebatch,[tfm=netstandard2.0;isPrerelease=true]Azure.Compute.Batch,1.0.0-beta.1
azurecontainerscontainerregistry,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Containers.ContainerRegistry,1.2.0-alpha.20241001.1
azurecore,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Core,1.44.0-alpha.20241001.1
azurecoreamqp,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Core.Amqp,1.4.0-alpha.20241001.1
azurecoreexperimental,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Core.Experimental,0.1.0-alpha.20241001.1
azurecoreexpressionsdatafactory,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Core.Expressions.DataFactory,1.1.0-alpha.20241001.1
azurecosmos,[isPrerelease=true;tfm=netstandard2.0]Azure.Cosmos,4.0.0-preview3
azuredataappconfiguration,[isPrerelease=true;tfm=netstandard2.0]Azure.Data.AppConfiguration,1.4.0-beta.1
azuredataschemaregistry,[isPrerelease=true;tfm=netstandard2.0]Azure.Data.SchemaRegistry,1.4.0-beta.2
azuredatatables,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Data.Tables,12.10.0-alpha.20241001.1
azuredeveloperdevcenter,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Developer.DevCenter,1.1.0-alpha.20241001.1
azuredeveloperloadtesting,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Developer.LoadTesting,1.1.0-alpha.20240930.1
azuredigitaltwinscore,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.DigitalTwins.Core,1.6.0-alpha.20241001.1
azurehealthdeidentification,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Health.Deidentification,1.0.0-alpha.20240930.1
azurehealthinsightscancerprofiling,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Health.Insights.CancerProfiling,1.0.0-alpha.20241001.1
azurehealthinsightsclinicalmatching,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Health.Insights.ClinicalMatching,1.0.0-alpha.20241001.1
azurehealthinsightsradiologyinsights,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Health.Insights.RadiologyInsights,1.0.0-alpha.20241001.1
azureidentity,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Identity,1.13.0-alpha.20241001.3
azureidentitybroker,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Identity.Broker,1.2.0-alpha.20241001.3
azureiothubservice,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.IoT.Hub.Service,1.0.0-alpha.20240930.1
azureiotmodelsrepository,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.IoT.ModelsRepository,1.0.0-alpha.20240930.1
azureiottimeseriesinsights,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.IoT.TimeSeriesInsights,1.0.0-alpha.20241001.1
azuremapscommon,[isPrerelease=true;tfm=netstandard2.0]Azure.Maps.Common,1.0.0-beta.4
azuremapsgeolocation,[isPrerelease=true;tfm=netstandard2.0]Azure.Maps.Geolocation,1.0.0-beta.2
azuremapsrendering,[isPrerelease=true;tfm=netstandard2.0]Azure.Maps.Rendering,2.0.0-beta.1
azuremapsrouting,[isPrerelease=true;tfm=netstandard2.0]Azure.Maps.Routing,1.0.0-beta.3
azuremapssearch,[isPrerelease=true;tfm=netstandard2.0]Azure.Maps.Search,2.0.0-beta.4
azuremediaanalyticsedge,[isPrerelease=true;tfm=netstandard2.0]Azure.Media.Analytics.Edge,1.0.0-beta.1
azuremediavideoanalyzeredge,[isPrerelease=true;tfm=netstandard2.0]Azure.Media.VideoAnalyzer.Edge,1.0.0-beta.6
azuremessagingeventgrid,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Messaging.EventGrid,4.27.0-alpha.20241001.1
azuremessagingeventgridnamespaces,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Messaging.EventGrid.Namespaces,1.1.0-alpha.20241001.1
azuremessagingeventhubs,[tfm=netstandard2.0;isPrerelease=true]Azure.Messaging.EventHubs,5.12.0-beta.1
azuremessagingeventhubsprocessor,[tfm=netstandard2.0;isPrerelease=true]Azure.Messaging.EventHubs.Processor,5.12.0-beta.1
azuremessagingservicebus,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Messaging.ServiceBus,7.19.0-alpha.20241001.1
azuremessagingwebpubsubclient,[isPrerelease=true;tfm=netstandard2.0]Azure.Messaging.WebPubSub.Client,1.0.0-beta.2
azuremixedrealityobjectanchorsconversion,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.MixedReality.ObjectAnchors.Conversion,0.3.0-alpha.20241001.1
azuremixedrealityremoterendering,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.MixedReality.RemoteRendering,1.2.1-alpha.20241001.1
azuremonitoringestion,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Monitor.Ingestion,1.2.0-alpha.20241001.1
azuremonitoropentelemetryaspnetcore,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Monitor.OpenTelemetry.AspNetCore,1.3.0-alpha.20241001.1
azuremonitoropentelemetryexporter,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Monitor.OpenTelemetry.Exporter,1.4.0-alpha.20241001.1
azuremonitorquery,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Monitor.Query,1.6.0-alpha.20241001.1
azureprovisioning,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning,0.3.0
azureprovisioningappconfiguration,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.AppConfiguration,0.2.0
azureprovisioningapplicationinsights,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.ApplicationInsights,0.1.0
azureprovisioningcognitiveservices,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.CognitiveServices,0.2.0
azureprovisioningcosmosdb,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.CosmosDB,0.2.0-beta.1
azureprovisioningeventhubs,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.EventHubs,0.2.0-beta.1
azureprovisioningkeyvault,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.KeyVault,0.2.0
azureprovisioningoperationalinsights,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.OperationalInsights,0.2.0
azureprovisioningpostgresql,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.PostgreSql,0.2.0-beta.1
azureprovisioningredis,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.Redis,0.2.0
azureprovisioningresources,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.Resources,0.2.0
azureprovisioningsearch,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.Search,0.2.0-beta.1
azureprovisioningservicebus,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.ServiceBus,0.2.0-beta.1
azureprovisioningsignalr,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.SignalR,0.2.0
azureprovisioningsql,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.Sql,0.2.0-beta.1
azureprovisioningstorage,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.Storage,0.2.0
azureprovisioningwebpubsub,[tfm=netstandard2.0;isPrerelease=true]Azure.Provisioning.WebPubSub,0.1.0-beta.1
azurequantumjobs,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.Quantum.Jobs,1.0.0-alpha.20241001.1
azureresourcemanager,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager,1.12.0-beta.1
azureresourcemanageradvisor,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.Advisor,1.0.0-beta.4
azureresourcemanageragfoodplatform,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.AgFoodPlatform,1.0.0-beta.4
azureresourcemanageralertsmanagement,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.AlertsManagement,1.1.0-beta.1
azureresourcemanageranalysis,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Analysis,1.2.0-alpha.20240930.1
azureresourcemanagerapicenter,[tfm=netstandard2.0;isPrerelease=true]Azure.ResourceManager.ApiCenter,1.0.0-beta.2
azureresourcemanagerapimanagement,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.ApiManagement,1.3.0-beta.1
azureresourcemanagerappcomplianceautomation,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.AppComplianceAutomation,1.1.0-alpha.20240930.1
azureresourcemanagerappconfiguration,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.AppConfiguration,1.1.0-beta.1
azureresourcemanagerappcontainers,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.AppContainers,1.4.0-alpha.20241001.1
azureresourcemanagerapplicationinsights,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.ApplicationInsights,1.1.0-alpha.20241001.1
azureresourcemanagerapplicationscontainers,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.Applications.Containers,1.0.0-beta.1
azureresourcemanagerappplatform,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.AppPlatform,1.1.0-beta.2
azureresourcemanagerappservice,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.AppService,1.3.0-alpha.20240930.1
azureresourcemanagerastro,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Astro,1.0.0-alpha.20241001.1
azureresourcemanagerattestation,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Attestation,1.0.0-alpha.20241001.1
azureresourcemanagerauthorization,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.Authorization,1.1.0-beta.1
azureresourcemanagerautomanage,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Automanage,1.2.0-alpha.20241001.1
azureresourcemanagerautomation,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Automation,1.2.0-alpha.20240930.1
azureresourcemanageravs,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Avs,1.4.0-alpha.20241001.1
azureresourcemanagerbatch,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Batch,1.6.0-alpha.20241001.1
azureresourcemanagerbilling,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Billing,1.3.0-alpha.20241001.1
azureresourcemanagerbillingbenefits,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.BillingBenefits,1.0.0-alpha.20240930.1
azureresourcemanagerblueprint,[isPrerelease=true;tfm=netstandard2.0]Azure.ResourceManager.Blueprint,1.0.0-beta.4
azureresourcemanagerbotservice,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.BotService,1.2.0-alpha.20241001.1
azureresourcemanagercdn,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Cdn,1.4.0-alpha.20241001.1
azureresourcemanagerchangeanalysis,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.ChangeAnalysis,1.2.0-alpha.20241001.1
azureresourcemanagerchaos,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Chaos,1.1.0-alpha.20241001.1
azureresourcemanagercommunication,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Communication,1.3.0-alpha.20240930.1
azureresourcemanagercompute,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Compute,1.7.0-alpha.20241001.1
azureresourcemanagercomputefleet,[tfm=netstandard2.0;isPrerelease=true]Azure.ResourceManager.ComputeFleet,1.0.0-beta.1
azureresourcemanagercomputeschedule,[tfm=netstandard2.0;isPrerelease=true;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.ComputeSchedule,1.0.0-alpha.20240930.1
azureresourcemanagerconfidentialledger,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.ConfidentialLedger,1.1.0-alpha.20240930.1
azureresourcemanagerconfluent,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Confluent,1.3.0-alpha.20241001.1
azureresourcemanagerconnectedvmwarevsphere,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.ConnectedVMwarevSphere,1.2.0-alpha.20241001.1
azureresourcemanagerconsumption,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.Consumption,1.1.0-alpha.20241001.1
azureresourcemanagercontainerinstance,[isPrerelease=true;tfm=netstandard2.0;customSource=https://pkgs.dev.azure.com/azure-sdk/public/_packaging/azure-sdk-for-net/nuget/v3/index.json]Azure.ResourceManager.ContainerInstance,1.3.0-alpha.20241001.1
